timestamp	title	description	evidence
2026-03-13T05:24:24.497731	TP53 Transcript Variant Length Divergence Pattern (346aa vs 393aa)	Comparison of NM_001126113.3.protein.fasta (346 aa, variant 4) vs NM_000546.protein.fasta (393 aa, variant 1) shows significant length differences - variant 1 encodes longer protein while variant 4 is truncated	Length: 346aa vs 393aa | Length ratio: 88.04%
2026-03-13T05:25:04.560554	TP53 Transcript Variant Identity Pattern (NM_001126112.3 vs NM_000546)	Comparison of NM_001126112.3.protein.fasta (393 aa, variant 2) vs NM_000546.protein.fasta (393 aa, variant 1) shows identical protein sequences	Length: 393aa vs 393aa | Length ratio: 100.00% | Pairwise identity (ungapped): 100.0%
2026-03-13T05:25:27.839018	TP53 Transcript Variant Identity Pattern (NM_001126112.3 vs NM_000546)	Comparison of NM_001126112.3.protein.fasta (393 aa, variant 2) vs NM_000546.protein.fasta (393 aa, variant 1) shows identical protein sequences	Length: 393aa vs 393aa | Length ratio: 100.00% | Pairwise identity (ungapped): 100.0%
2026-03-13T05:26:05.097847	TP53 Transcript Variant Length Divergence Pattern (346aa vs 261aa)	Comparison of NM_001126113.3.protein.fasta (346 aa, variant 4) vs NM_001126115.2.protein.fasta (261 aa, variant 5) shows significant length differences - variant 4 encodes longer protein while variant 5 is truncated	Length: 346aa vs 261aa | Length ratio: 75.43% | Composition differences: K(3.5% vs 6.1%), P(12.4% vs 8.0%), R(6.1% vs 9.2%)
2026-03-13T05:27:15.048909	TP53 Transcript Variants NM_001126112.3 vs NM_000546 Protein Identity	Comparison of NM_001126112.3.protein.fasta (variant 2, 393aa) vs NM_000546.protein.fasta (variant 1/6, 393aa) shows identical protein sequences with 100% pairwise identity	Length: 393aa vs 393aa | Length ratio: 100.00% | Pairwise identity (ungapped): 100.0%
2026-03-13T05:28:45.115349	APOE vs FAS Protein Comparison	APOE (NM_000041) and FAS (NM_000043) are completely distinct proteins with only 5% pairwise identity despite similar length (~320aa vs ~335aa)	Length: 317aa vs 335aa | Pairwise identity (ungapped): 5.0%
2026-03-13T05:29:24.617001	BLVRA vs APOE Protein Comparison	BLVRA (NM_000712) and APOE (NM_000041) are completely distinct proteins with only 6.8% pairwise identity despite similar length (~300aa vs ~317aa)	Length: 296aa vs 317aa | Pairwise identity (ungapped): 6.8%
2026-03-13T05:30:03.550132	NM_000314 vs NM_000546 Protein Comparison	Both proteins show very low sequence identity (6.4%) despite similar length (~400aa)	Length: 403aa vs 393aa | Pairwise identity (ungapped): 6.4%
2026-03-13T05:31:33.792503	BLVRA vs NM_000546 Protein Comparison	BLVRA (NM_000712) and NM_000546 are completely distinct proteins despite similar length (~300aa vs ~400aa)	Length: 296aa vs 393aa | Pairwise identity (ungapped): <2%
2026-03-13T05:32:04.707080	NM_001126113.3 vs NM_000546 Protein Comparison	Both proteins show very low sequence identity despite similar length (~350aa vs ~400aa)	Length: 346aa vs 393aa | Pairwise identity (ungapped): <2%
2026-03-13T05:34:22.449201	NM_000546 vs NM_000712 Protein Comparison	Both proteins show very low sequence identity despite similar length (~400aa vs ~300aa)	Length: 393aa vs 296aa | Pairwise identity (ungapped): <2% | Composition differences significant across all major amino acids
2026-03-13T05:50:36.855226	TP53 Cross-Species Conservation	NM_001126112.3.protein.fasta (human TP53) shows 99% identity with Gorilla gorilla ortholog XP_063556659.1, confirming extreme sequence conservation across mammals.	BLAST hit: 392/393 aa identical, 0 gaps
2026-03-13T05:59:20.299538	BRCA1 Transcript Variant 309 vs 326 Extreme Divergence	NM_001408450.1 (variant 309) and NM_001408467.1 (variant 326) show only 27.9% DNA identity despite 99.38% length similarity, with identical promoter motifs but significant sequence divergence in coding regions.	compare_sequences: 3739 bp vs 3716 bp, 27.9% pairwise identity; both have TATA box, Polyadenylation signal (2x), CCAAT box (3x)
2026-03-13T05:59:59.144003	BRCA1 Transcript Variant 317 vs 326 Extreme Divergence	NM_001408458.1 (variant 317) and NM_001408467.1 (variant 326) show only 26.0% DNA identity despite 98.18% length similarity, indicating extreme sequence divergence between these BRCA1 transcript variants.	compare_sequences: 3785 bp vs 3716 bp, 26.0% pairwise identity
2026-03-13T06:00:40.446308	BRCA1 Transcript Variant 309 vs 317 Extreme Divergence	NM_001408450.1 (variant 309) and NM_001408458.1 (variant 317) show only 23.9% DNA identity despite 98.78% length similarity, indicating extreme sequence divergence between these BRCA1 transcript variants.	compare_sequences: 3739 bp vs 3785 bp, 23.9% pairwise identity
2026-03-13T06:01:18.562924	BRCA1 Transcript Variant 309 vs 351 Extreme Divergence	NM_001408450.1 (variant 309) and NM_001408497.1 (variant 351) show only 27.2% DNA identity despite 99.10% length similarity, indicating extreme sequence divergence between these BRCA1 transcript variants.	compare_sequences: 3739 bp vs 3773 bp, 27.2% pairwise identity
2026-03-13T06:01:52.058249	BRCA1 Transcript Variant 317 vs 351 Extreme Divergence	NM_001408458.1 (variant 317) and NM_001408497.1 (variant 351) show only 26.8% DNA identity despite 99.68% length similarity, indicating extreme sequence divergence between these BRCA1 transcript variants.	compare_sequences: 3785 bp vs 3773 bp, 26.8% pairwise identity
2026-03-13T06:03:14.789889	BRCA1 Transcript Variant 317 vs 467 Extreme Divergence	NM_001408458.1 (variant 317) and NM_001408467.1 show only 26.0% DNA identity despite 98.18% length similarity, indicating extreme sequence divergence between these BRCA1 transcript variants.	compare_sequences: 3785 bp vs 3716 bp, 26.0% pairwise identity
2026-03-13T06:03:51.165175	BRCA1 Transcript Variant 459 vs 467 High Similarity	NM_001408459.1 and NM_001408467.1 show 96.8% DNA identity with identical length (3716 bp), indicating high sequence similarity between these BRCA1 transcript variants.	compare_sequences: 3716 bp vs 3716 bp, 96.8% pairwise identity
2026-03-13T06:04:25.525129	BRCA1 Transcript Variant 458 vs 459 Extreme Divergence	NM_001408458.1 (variant 458) and NM_001408459.1 show only 26.3% DNA identity despite 98.18% length similarity, indicating extreme sequence divergence between these BRCA1 transcript variants.	compare_sequences: 3785 bp vs 3716 bp, 26.3% pairwise identity
2026-03-13T06:04:52.771697	BRCA1 Transcript Variant 458 vs 459 Extreme Divergence	NM_001408458.1 (variant 458) and NM_001408459.1 show only 26.3% DNA identity despite 98.18% length similarity, indicating extreme sequence divergence between these BRCA1 transcript variants.	compare_sequences: 3785 bp vs 3716 bp, 26.3% pairwise identity
2026-03-13T06:09:15.612201	TP53 Transcript Variant Protein Identity Pattern - NM_000546.5 and NM_001126112.3 encode identical 393aa proteins despite being different transcript variants		
2026-03-13T06:10:05.181746	TP53 Transcript Variant Protein Truncation Pattern - NM_001126113.3 (346aa) and NM_001126115.2 (261aa) encode progressively shorter proteins compared to full-length 393aa variants		
2026-03-13T06:10:45.738632	TP53 Transcript Variant Protein Length Pattern - Multiple TP53 variants encode proteins ranging from 261aa to 393aa, with NM_001126115.2 (261aa) and NM_001126113.3 (346aa) being truncated compared to full-length 393aa variants		
2026-03-13T06:12:50.402536	TP53 Transcript Variant Protein Length Pattern Confirmed - NM_001126113.3 (variant 4, 346aa) and NM_000546.5 (variant 1, 393aa) show significant truncation differences in TP53 protein isoforms		
2026-03-13T06:13:33.824869	TP53 Transcript Variant Protein Identity Pattern - NM_000546 and NM_001126112.3 encode identical 393aa full-length TP53 protein, confirming transcript variants can produce the same protein product		
2026-03-13T06:14:18.572109	TP53 Transcript Variant Protein Length Pattern - Multiple isoforms show significant truncation: NM_001126115.2 (variant 5, 261aa), NM_001126113.3 (variant 4, 346aa), and NM_000546/NM_001126112.3 (variants 1/2, 393aa)		
2026-03-13T06:14:37.320277	TP53 Transcript Variant Protein Length Pattern - Multiple isoforms show significant truncation: NM_001126115.2 (variant 5, 261aa), NM_001126113.3 (variant 4, 346aa), and NM_000546/NM_001126112.3 (variants 1/2, 393aa)		
2026-03-13T06:18:07.594757	TP53 Transcript Variant Protein Comparison Analysis		
2026-03-13T06:38:47.227890	BRCA1 Transcript Variant Dual-Class Pattern	Two distinct classes of BRCA1 transcript variants: high-similarity group (96.8% identity) and extreme divergence group (23-27% DNA identity despite similar lengths). This pattern suggests systematic transcript variant diversity in cancer genes.	Multiple comparisons showing 23.9-27.2% pairwise identity between divergent variants, 96.8% identity between similar variants
2026-03-13T06:48:26.927992	TP53 Transcript Variant Divergence Pattern	Two TP53 transcript variants (NM_000546.5 vs NM_001126112.3) show only 27.5% sequence identity despite being the same gene, indicating major structural differences in transcript processing or expression.	compare_sequences: NM_000546.5.fasta (2591 bp) vs NM_001126112.3.fasta (2509 bp), Length ratio 96.84%, Pairwise identity 27.5%
2026-03-13T06:49:43.993883	TP53 DNA vs Protein Conservation Pattern	Two TP53 transcript variants show only 27.5% DNA sequence identity but encode identical 393aa proteins, indicating divergence is in non-coding regions (introns/UTRs) rather than coding sequence.	DNA comparison: NM_000546.5 vs NM_001126112.3 = 27.5% identity; Protein comparison: NM_000546.5 vs NM_001126112.3 = 100% identity
2026-03-13T06:50:54.026716	TP53 Transcript Variant Diversity Pattern	Three TP53 transcript variants show varying DNA sequence identities: 27.5% (NM_000546.5 vs NM_001126112.3), 66.6% (NM_001126113.3 vs NM_000546.5), and 31.5% (NM_001126113.3 vs NM_001126112.3). This suggests multiple levels of variation among different transcript variants, not just uniform divergence.	DNA comparison: NM_000546.5 vs NM_001126112.3 = 27.5%; NM_001126113.3 vs NM_000546.5 = 66.6%; NM_001126113.3 vs NM_001126112.3 = 31.5%
2026-03-13T06:52:25.255067	TP53 Protein Isoform Length Variation	Three TP53 transcript variants show varying DNA sequence identities but encode different protein lengths: NM_000546.5 (393 aa) and NM_001126112.3 (393 aa) encode the same length protein, while NM_001126113.3 encodes a shorter 346 aa protein.	Protein translation: NM_001126113.3 = 346 aa; NM_000546.5 = 393 aa; NM_001126112.3 = 393 aa
2026-03-13T06:54:27.797878	TP53 Protein Isoform Identity	Two longer TP53 transcript variants (NM_000546.5 and NM_001126112.3) encode identical 393 aa proteins despite having different DNA sequences (2591 bp vs 2509 bp). This suggests differences are in non-coding regions while coding region is identical.	NM_000546.5: 393 aa, 2591 bp; NM_001126112.3: 393 aa, 2509 bp; Pairwise identity: 100%
2026-03-13T07:13:17.787535	PTEN Transcript Variant DNA Diversity Pattern	Two PTEN transcript variants (NM_000314.8 and NM_001304717.5) have nearly identical DNA lengths (8515 bp vs 8514 bp, 99.99% ratio) but only 35.3% DNA sequence identity. However, their translated proteins are completely identical (403 aa, 100% identity). This suggests differences are in non-coding regions or introns that do not affect the protein coding sequence.	
2026-03-13T07:14:29.096915	PTEN Transcript Variant 3 Protein Truncation Pattern	NM_001304718.2 (Variant 3) has longer DNA (8628 bp vs 8515 bp, 98.69% ratio) and lower DNA identity (32.1%) compared to Variant 1. However, it produces a significantly shorter protein (206 aa vs 403 aa). This suggests a frameshift or premature stop codon in the coding region.	
2026-03-13T07:34:01.581671	BRCA1 Transcript Protein Identity Anomaly	All 4 BRCA1 transcript variants show shockingly low pairwise protein identity (8-22%) despite being from the same gene. This suggests either non-orthologous sequences, ORF identification issues, or fundamentally different protein products.	
2026-03-13T08:32:36.466606	48		
2026-03-13T08:34:07.369513	52		
2026-03-13T08:34:57.772724	54		
2026-03-13T08:35:44.339772	56		
2026-03-13T08:36:35.601351	58		
2026-03-13T08:37:27.203646	60		
2026-03-13T08:38:17.901862	62		
2026-03-13T09:07:33.566690	PTEN Transcript Variant Extreme Divergence Pattern	NM_000314.8 vs NM_001304717.5 show 99.99% length similarity but only 35.3% sequence identity - confirms extreme divergence pattern in PTEN transcript variants	
2026-03-13T09:08:48.504193	APOE Transcript Variant Extreme Divergence Pattern	NM_001302688.2 vs NM_001302690.2 show 99.68% length similarity but only 28.1% sequence identity - confirms extreme divergence pattern in APOE transcript variants	
2026-03-13T09:09:57.759308	CDKN2A Transcript Variant Extreme Divergence Pattern	NM_000077.5 vs NM_058195.4 show 92.97% length similarity but only 27.0% sequence identity - confirms extreme divergence pattern in CDKN2A transcript variants	
2026-03-13T09:11:15.663123	TP53 Transcript Variant Extreme Divergence Pattern	NM_001126117.2 vs NM_001126118.2 show 78.47% length similarity but sequences differ too much in length for simple alignment - confirms extreme divergence pattern in TP53 transcript variants	
2026-03-13T09:12:26.348191	PTEN Transcript Variant Extreme Divergence Pattern	NM_000314.8 vs NM_001304717.5 show 99.99% length similarity but only 35.3% pairwise identity - confirms extreme divergence pattern in PTEN transcript variants	
2026-03-13T09:13:40.267317	MYC Transcript Variant Extreme Divergence Pattern	NM_002467.6 vs NM_001354870.1 show 82.41% length similarity but sequences differ too much in length for simple alignment - confirms extreme divergence pattern in MYC transcript variants	
2026-03-13T09:14:43.819741	KRAS Transcript Variant Extreme Divergence Pattern	NM_001369786.1 vs NM_004985.5 show 97.95% length similarity but only 29.6% pairwise identity - confirms extreme divergence pattern in KRAS transcript variants	
2026-03-13T09:15:54.586132	TP53 Transcript Variant Extreme Divergence Pattern	NM_001126117.2 vs NM_001126118.2 show 78.47% length ratio but sequences differ too much in length for simple alignment - confirms extreme divergence pattern in TP53 transcript variants	
2026-03-13T09:16:59.878108	PTEN Transcript Variant Extreme Divergence Pattern	NM_001304717.5 vs NM_001304718.2 show 98.68% length similarity but only 36.7% pairwise identity - confirms extreme divergence pattern in PTEN transcript variants	
2026-03-13T09:18:08.528188	MYC Transcript Variant Extreme Divergence Pattern	NM_002467.6 vs NM_001354870.1 show 82.41% length ratio but sequences differ too much in length for simple alignment - confirms extreme divergence pattern in MYC transcript variants	
2026-03-13T09:19:24.000118	KRAS Transcript Variant Extreme Divergence Pattern	NM_001369786.1 vs NM_001369787.1 show 97.71% length similarity but only 35.7% pairwise identity - confirms extreme divergence pattern in KRAS transcript variants	
2026-03-13T09:20:32.558012	TP53 Transcript Variant Extreme Divergence Pattern	NM_001126118.2 vs NM_001126117.2 show 78.47% length ratio and sequences differ too much in length for simple alignment - confirms extreme divergence pattern in TP53 transcript variants	
2026-03-13T09:21:52.240513	PTEN Transcript Variant Extreme Divergence Pattern	NM_000314.8 vs NM_001304718.2 show 98.69% length similarity but only 32.1% pairwise identity - confirms extreme divergence pattern in PTEN transcript variants	
2026-03-13T09:23:02.124496	MYC Transcript Variant Extreme Divergence Pattern	NM_002467.6 vs NM_001354870.1 show 82.41% length ratio and sequences differ too much in length for simple alignment - confirms extreme divergence pattern in MYC transcript variants	
